id,name,isbn,author_ids,publisher_id,date_published,gender
library_book_83976_5484d8ae,Dorien's Diary: My Intimate Confessions,8478091246,Maurice Gran,Chrysalis Books,20-04-1999,crónica
library_book_2046_9c8fad44,Downtown,8478097732,Anne Rivers Siddons,HarperTorch,04-05-2004,carta
library_book_84016_cc294f0a,Dr. Atkins' Age-Defying Diet Revolution,8478098267,Robert Atkins,St Martins Pr,01-06-1989,égloga
library_book_83705_c8021608,Dr. Bloodmoney,8478800336,Philip K. Dick,J'ai lu,10-07-1977,égloga
library_book_84028_5dbb72c8,Dragondrums,8478884963,Anne McCaffrey,Bantam Books,19-04-1967,égloga
library_book_82540_6dbefe27,Dragonflight (Dragonriders of Pern Trilogy (Paperback)),8483002523,Anne McCaffrey,Del Rey Books,23-04-1966,ensayo
library_book_83202_ba6116d7,Dragonfly in Amber,8486433193,DIANA GABALDON,Dell,25-01-2005,cuento
library_book_83239_2728ea91,Dragons of Summer Flame,0600586898,Margaret Weis,Wizards of the Coast,22-01-2007,cuento
library_book_83396_c8ab0d40,Dragonsdawn,1853260622,Anne McCaffrey,Ballantine Books,01-08-1989,novela
library_book_84038_b73211e9,Dragonsinger (Harper Hall Trilogy),1857938011,Anne McCaffrey,Bantam Books,15-04-2007,ensayo
library_book_84037_6eb1d879,Dragonsong,0060804157,Anne McCaffrey,Bantam Books,04-03-1997,cuento
library_book_82557_a7a064b2,Dragonsong (Harper Hall Trilogy),8466601090,Anne McCaffrey,Bantam,13-08-2005,égloga
library_book_82968_0e6eb17e,Dreamcatcher,0140382658,Stephen King,Scribner,06-02-1953,égloga
library_book_83494_621182dc,Driving Mr. Albert: A Trip Across America With Einstein's Brain,0152012966,Michael Paterniti,Delta,01-09-1971,égloga
library_book_83867_437ccab8,Dry : A Memoir,0312283784,Augusten Burroughs,Picador,23-02-1964,ensayo
library_book_82255_6eb84a8a,EYE ON CRIME: HARDY BOYS #153,0345297709,Franklin W. Dixon,Aladdin,15-04-1970,égloga
library_book_82618_d2b2c359,Early Poems (Dover Thrift Editions),0345313097,William Carlos Williams,Dover Publications,08-01-1967,égloga
library_book_82797_4f4e13c9,Easy Travel to Other Planets,0345335465,Ted Mooney,Ballantine Books,03-05-1981,novela
library_book_83887_bd4a33c0,Eat Right for Your Type,0345416848,Peter J. D'Adamo,G. P. Putnam's Sons,20-04-2005,crónica
library_book_82753_f49373ef,Echoes,0385333404,Maeve Binchy,Dell,23-03-1998,novela
library_book_83722_1efe4200,Edgar the Lion Who Would Be a Good King,044021145X,Sunny Griffin,Landoll,20-11-2002,cuento
library_book_82838_19e3c33e,Edge of Danger,0449212084,Jack Higgins,Putnam Publishing Group,13-10-1960,égloga
library_book_82916_c6024fbb,Eeyore's Little Book of Gloom,0553582682,Alan Alexander Milne,Routledge,02-01-2006,égloga
library_book_83251_931b1ab7,Ein Mann fÃƒ?Ã‚Â¼r jede Gelegenheit.,0590947257,Carolyn See,Heyne,28-07-2000,carta
library_book_82286_3d82c1b0,Eine ganz normale AffÃƒ?Ã‚Â¤re.,074345829X,Joanna Trollope,Ullstein Tb,17-09-1994,carta
library_book_83617_be176b48,El Gran Gatsby,0786913878,F.Scott Fitzgerald,Colleccion Millenium,10-04-1990,égloga
library_book_82432_e87b984c,El Palacio de La Luna,0801491827,Paul Auster,Anagrama,05-12-1958,égloga
library_book_82180_4f9d5b7f,"El Senor De Los Anillos: El Retorno Del Rey (Tolkien, J. R. R. Lord of the Rings. 3.)",0816729913,J. R. R. Tolkien,Distribooks,20-03-1981,novela
library_book_82178_e3aede7b,El Senor De Los Anillos: LA Comunidad Del Anillo (Lord of the Rings (Spanish)),0843136685,J. R. R. Tolkien,Minotauro,20-02-1958,carta
library_book_82179_802dd343,El Senor De Los Anillos: Las DOS Torres (Lord of the Rings (Paperback)),0866119531,J. R. R. Tolkien,Minotauro,21-11-1980,ensayo
library_book_82512_25f34655,El desarrollo de Leonardo da Vinci (BiografÃƒÂ­as y memorias),0866119566,Luis Racionero,Plaza &amp,24-07-1965,ensayo
library_book_82525_bc20cb11,El dia que es va cremar el Liceu (La primera Columna),0870441663,Joan Agut,Columna,12-09-1983,cuento
library_book_82418_966c25ab,El gust amarg de la cervesa (CollecciÃƒÂ³ ClÃƒÂ ssica),1561561428,Isabel-Clara SimÃƒÂ³,Columna,02-07-1983,novela
library_book_82517_673494e0,El paraÃƒÂ­so (Tiempos modernos),0553210092,Elena Castedo,"Editiones B, Grupo Zeta",08-12-1997,carta
library_book_82970_b088fc77,Elements of Programming With Perl,0553258524,Andrew L. Johnson,Manning Publications,27-02-1969,novela
library_book_83406_ba0eeb9f,Elfstones of Shannara,0688163726,Terry Brooks,Del Rey Books,23-11-1951,égloga
library_book_82749_dbe4fb71,Ella Enchanted (rack),1569471096,Gail Carson Levine,Avon,07-02-1972,carta
library_book_83594_f76a2001,Ellen Foster,055358099X,Kaye Gibbons,Vintage Books,01-03-1996,carta
library_book_83666_774b60a5,Embers,0316168815,SANDOR MARAI,Vintage,04-12-1963,crónica
library_book_83582_52d369d4,Emma,014023828X,Jane Austen,New Amer Library Classics,27-11-1954,égloga
library_book_83133_c1ce7e1d,Emma (Penguin Popular Classics),0316314927,Jane Austen,Penguin Books Ltd,06-08-1974,égloga
library_book_82371_aff688f0,Emma (Signet Classics (Paperback)),0345424719,Jane Austen,Signet Classics,06-07-2004,crónica
library_book_84063_dd1708a8,Emmanuel's Book: A Manual for Living Comfortably in the Cosmos,0375414746,Pat Rodegast,Bantam,19-05-1951,crónica
library_book_83537_4a0fcf23,Emotionally Weird: A Novel,0375726403,Kate Atkinson,Picador USA,02-04-1981,carta
library_book_82566_c2824294,Empire Falls,0385503857,Richard Russo,Vintage Books USA,24-09-1965,cuento
library_book_84019_c0afdc8c,Ender's Game (Ender Wiggins Saga (Paperback)),0425156842,Orson Scott Card,Starscape Books,10-05-1987,carta
library_book_83033_fdd81f7d,Ender's Game (Ender Wiggins Saga (Paperback)),0440226104,Orson Scott Card,Tor Books,27-06-1962,cuento
library_book_83874_5b5b5b09,Engaging The Enemy,0452277337,Nora Roberts,Silhouette,27-07-2007,carta
library_book_83546_76b1fb6e,English Handbook for Christian Schools,0553802488,Grace Colling,Bob Jones Univ Pr,14-03-2001,égloga
library_book_83255_a45e3b30,Entdecke den Schamanen in dir. Reise in die innere Welt des Alltags.,0671021001,Christopher Weidner,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",08-07-1988,cuento
library_book_82520_ca02a909,Espurnes de sang (La Negra),0767903579,Antoni Serra,Edicions de la Magrana,20-06-2004,égloga
library_book_82519_c6d65f6c,Essa efa (ColÃ‚Â¨lecciÃƒÂ³ El Mirall i el temps),0805063897,OfÃƒÂ¨lia Dracs,Editorial Laia,12-08-1991,égloga
library_book_82234_960d747a,Estudios sobre el amor,0679777431,Jose Ortega Y Gaset,Downtown Book Center,14-03-2006,novela
library_book_82374_35a93331,Eva Luna,0553285343,Isabel Allende,Bantam Books,21-08-1963,ensayo
library_book_83427_00840b06,Eve's Rib,0486285529,Bryn Chandler,Random House Inc,13-06-1985,égloga
library_book_83432_395f7d0d,Evening News: A Novel,0671002481,Marly A. Swick,Little Brown &amp,21-08-2005,égloga
library_book_82208_5258c26c,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",0812523385,Ann Rule,Pocket,15-09-1948,crónica
library_book_84082_ed2c80a3,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",0895774666,Ann Rule,Free Press,15-11-1982,égloga
library_book_83147_b9bc63af,Everything Is Illuminated : A Novel,0020199090,Jonathan Safran Foer,Perennial,25-06-1991,égloga
library_book_82649_fc1dd1bc,Everything Is Illuminated: A Novel,0385495145,Jonathan Safran Foer,Houghton Mifflin Company,19-07-1996,cuento
library_book_84013_baa9b4e6,Everything's Eventual : 14 Dark Tales,0679733825,Stephen King,Pocket,05-10-1971,ensayo
library_book_83279_c0d83cfd,Exocet,0842329129,Jack Higgins,Penguin Putnam~mass,12-06-1976,cuento
library_book_82782_2aaf0879,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",0345451260,Martha Beck,Berkley Publishing Group,16-12-1966,carta
library_book_83523_9116b195,Exploring Inner and Outer Space: A Scientist's Perspective on Personal and Planetary Transformation,0740700235,Brian O'Leary,North Atlantic Books,06-10-1967,ensayo
library_book_82742_b990be86,Eyeshot,0380973545,Lynn S. Hightower,Harper Mass Market Paperbacks (Mm),27-07-1982,cuento
library_book_82266_5385367d,Fahrenheit 451,0393321576,Ray Bradbury,Distribooks Inc,21-11-1958,égloga
library_book_83548_825648aa,Fahrenheit 451 / Fahrenheit 451,0743424425,Ray Bradbury,Minotauro,06-03-1968,crónica
library_book_83576_85ce92d1,Faking It,0786868015,Jennifer Crusie,St. Martin's Paperbacks,01-05-1975,cuento
library_book_83158_088603f3,Fall On Your Knees (Oprah #45),0446610178,Ann-Marie MacDonald,Touchstone,02-11-1945,carta
library_book_82573_adad324d,Falling Leaves: The True Story of an Unwanted Chinese Daughter,0684854953,Adeline Yen Mah,Broadway Books,12-06-1973,cuento
library_book_84078_2445e1fb,Falling Towards England,0743229878,Clive James,Pan Books Ltd,25-12-1971,crónica
library_book_82272_fb017ce3,Familientreffen.,0380617625,Ray Bradbury,Diogenes Verlag,20-08-2001,novela
library_book_83416_edaeaa00,Family At Last (Love Inspired (Numbered)),0380732335,Carolyne Aarsen,Steeple Hill,24-03-1974,ensayo
library_book_83387_62d53572,Fantastic Four Illustrated Books,0385337132,Stan Lee,Marvel Books,20-03-1959,égloga
library_book_83349_52ca4483,Far from the Madding Crowd (Penguin Classics),0440235057,Thomas Hardy,Penguin Books,19-07-1997,crónica
library_book_82394_e776f075,Far from the Madding Crowd (Wordsworth Classics),0445402040,Thomas Hardy,NTC/Contemporary Publishing Company,28-03-1965,égloga
library_book_83173_9c9486d7,Farewell To Arms,0618119760,Ernest Hemingway,Scribner,14-05-2004,cuento
library_book_82746_4d20b317,Fast Food Nation: The Dark Side of the All-American Meal,0871138646,Eric Schlosser,Perennial,21-07-1994,cuento
library_book_82183_80eeb4b8,Fast Women,0026329859,Jennifer Crusie,St. Martin's Press,12-04-1959,crónica
library_book_83443_addc5962,Fatal Voyage,0060621257,Kathy Reichs,Pocket,01-10-1968,cuento
library_book_83805_94400940,Father McBride's Family Catechism: Based on the Catechism of the Catholic Church,0060915544,Alfred McBride,Our Sunday Visitor,23-07-1965,carta
library_book_83787_10810fbf,Fear of Flying,0060917016,Erica Jong,New American Library,07-12-1994,cuento
library_book_83999_a87f5e55,Feel Good Naked,0060925000,Laure Redmond,Fair Winds Press,08-05-1948,crónica
library_book_83180_8b7a5b10,Felicia's Journey,0060932759,William Trevor,Penguin Books,21-07-1993,cuento
library_book_82184_b9a0b521,Female Intelligence,0061000280,Jane Heller,St. Martin's Press,11-05-1960,carta
library_book_82549_2188c356,"Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869",0192815318,Ellen Carol Dubois,Cornell University Press,20-04-1951,crónica
library_book_83978_50a73c9a,Fg Cooks 3 Ancient Cuis,0312195516,J Smith,Avon,03-01-1954,égloga
library_book_83979_28e48ef5,Fg Cooks American,0380792664,J Smith,Avon,01-02-1959,ensayo
library_book_83977_f2e12a5f,Fg on Our Immigrant Ance,0393048977,J Smith,Avon,12-08-2005,ensayo
library_book_83136_72913c8e,Fight Club,0399137807,Chuck Palahniuk,Owl Books,04-12-1999,carta
library_book_83842_6b8db710,Fighter: The True Story of the Battle of Britain,039914739X,Len Deighton,Harper Mass Market Paperbacks (Mm),22-03-1969,carta
library_book_82767_bb32ddcc,Final Appeal,0451203046,Lisa Scottoline,HarperTorch,23-07-1953,crónica
library_book_83075_cb2f1986,Final Stand,0451410556,Helen Myers,Mira,06-03-1947,égloga
library_book_83129_4bd479c1,Finding Dad,0451523318,Jonathan Pearce,Infinity Publishing (PA),10-04-1984,ensayo
library_book_84051_6700f516,Finding the Right Place at the Right Time,0486281965,Everything You Need to Know About Retirement Housing,Joan Cleveland,22-11-1971,crónica
library_book_83692_e757908f,Fires in the Mist,0486292940,Barbara Dolan,New Amer Library (Mm),22-05-1974,égloga
library_book_82923_1ef8b5a5,Fires of Aggar,051762639X,Chris Anne Wolfe,Windstorm Creative,24-03-1980,égloga
library_book_83751_98950454,First King of Shannara,0684824442,Terry Brooks,Ballantine Books,01-05-2001,carta
library_book_83757_6dfac146,Fishboy: A Ghost's Story,0743458303,Mark Richard,Anchor,21-10-1995,cuento
library_book_83445_d5e9c62c,Flashback,081296666X,Nevada Barr,Putnam Publishing Group,25-07-1963,ensayo
library_book_83958_fece6088,Flesh and Blood,0819215635,Jonathan Kellerman,Random House,13-05-1949,carta
library_book_83951_9ec74dc9,Flight from Big Tangle (Orca Young Reader),0880011025,Anita Daher,Orca Book Publishers,22-10-1945,carta
library_book_2028_deff817e,Flood : Mississippi 1927,1561011525,Kathleen Duey,Aladdin,09-06-1951,novela
library_book_82595_35c33849,Florida Road Kill: A Novel,1877727083,Tim Dorsey,HarperTorch,24-04-1965,carta
library_book_2006_fee13505,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,0486206173,Gina Bari Kolata,Farrar Straus Giroux,06-11-1991,égloga
library_book_83127_b0b3dd1d,Focusing the Private Eye,0312278586,Jonathan Pearce,Infinity Publishing (PA),15-04-1993,égloga
library_book_83297_3218f592,"Fodor's Exploring London, 4th Edition (Fodor's Exploring London)",8845229041,Christopher Catling,Fodor's,14-10-1978,égloga
library_book_83023_3318bf6f,"For Better, for Worse: A Novel",887641486X,Carole Matthews,Avon Trade,09-12-1974,crónica
library_book_82546_a741107e,Forever Amber Brown (Amber Brown (Paperback)),0140370900,Paula Danziger,Jump at the Sun,12-09-1988,novela
library_book_83838_0b7669a7,Forever Peace (Remembering Tomorrow),0674511255,Joe Haldeman,Ace Books,08-02-1998,crónica
library_book_83300_f494b6e8,"Forever... : A Novel of Good and Evil, Love and Hope",0030096189,Jude Deveraux,Pocket,09-07-1985,crónica
library_book_84031_462481cf,Fortune Is a River : Leonardo Da Vinci and Niccolo Machiavelli's Magnificent Dream to Change the Course of Florentine History,0312965745,Roger D. Masters,Plume Books,07-11-1967,ensayo
library_book_82292_d2d3e670,Four Blind Mice,0345374657,James Patterson,"Little, Brown",14-06-1990,crónica
library_book_82670_9203703d,Four Blondes,0395710901,Candace Bushnell,Grove Press,25-12-1949,novela
library_book_83299_d9f2f208,Four Complete Lord Peter Wimsey Novels,080521061X,Dorothy L. Sayers,Random House Value Publishing,08-12-1985,carta
library_book_82417_61567a16,Frankenstein (Dover Thrift Editions),0823032612,Mary Wollstonecraft Shelley,Dover Publications,03-12-1963,cuento
library_book_82555_3e6c7e03,Frankenstein (Illustrated Classics Series),0679310002,Mary Wollstonecraft Shelley,Kidsbooks.Com,04-06-1999,cuento
library_book_83234_7d604329,"Frankenstein Or, the Modern Prometheus",0312288115,Mary Wollstonecraft Shelley,Signet Book,19-11-1994,novela
library_book_83795_8b929474,"Frankenstein: Complete, Authoritative Text With Biographical, Historical, and Cultural Contexts, Critical History, and Essays from Contemporary Critic ... tive (Case Studies in Contemporary Criticism)",0316171107,Mary Wollstonecraft Shelley,Bedford Books,25-07-1995,novela
library_book_82827_e2c8f968,Frauen der Welt: Vom Fortschritt der Ungleichheit,0380710218,Christa Wichterich,Lamuv,03-03-1999,ensayo
library_book_83534_bacc5bb2,Freedom Train: The Story of Harriet Tubman,0515118656,Dorothy Sterling,Scholastic,25-10-1997,égloga
library_book_83295_803e2e91,French Lieutenant Woman,0553289063,John Fowles,Penguin Putnam~mass,10-03-1967,cuento
library_book_83495_bc287fc4,French Lieutenant's Woman,0671000306,John Fowles,Signet Book,28-09-1957,novela
library_book_83605_52523407,Fried Green Tomatoes at the Whistle Stop Cafe,0671673688,Fannie Flagg,McGraw-Hill,01-05-1956,cuento
library_book_2049_552f7731,From the Corner of His Eye,1561672033,Dean Koontz,Bantam Books,11-05-1986,égloga
library_book_82601_c98ff26e,From the Earth: Chinese Vegetarian Cooking,0425178242,Eileen Yin-Fei Lo,MacMillan Publishing Company.,15-12-2003,égloga
library_book_84061_3c946510,Frommer's 96 Frugal Traveler's Guides: Europe from $50 a Day (Serial),0618173870,Alice Garrard,John Wiley &amp,03-03-1992,ensayo
library_book_83742_fc75c490,Full House,0156027321,Janet Evanovich,Audio Renaissance,09-02-1959,crónica
library_book_83936_b93c57a6,GARDENS IN THE DUNES: A Novel,0375403582,Leslie Marmon Silko,Simon &amp,20-06-1989,ensayo
library_book_82230_0b302bb6,Gangster,0385721420,Lorenzo Carcaterra,Fawcett Books,10-05-2000,égloga
library_book_82513_ecd4325c,Gastronomia divina (L'ÃƒÂ¡ncora),0451202341,Eugeni Perea SimÃƒÂ³n,Destino,01-02-1965,novela
library_book_82898_2119ffb2,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,0743418190,Jacob Weisberg,Fireside,04-05-1991,cuento
library_book_83944_50699b42,Gettin' Merry,0385335407,Beverly Jenkins,St. Martin's Paperbacks,19-10-2001,cuento
library_book_2060_bc4dbfac,Getting Well Again,0965746828,O. Carol Simonton Md,Bantam,27-06-1976,cuento
library_book_82662_7c56a6e1,Ghost Moon,0060923245,Karen Robards,Dell Publishing Company,23-07-1979,novela
library_book_83503_3bbd6ec9,Gibson's Student Guide to Western Canadian Universities,0486272664,Dyanne Gibson,University of Toronto Press,04-12-1964,crónica
library_book_83302_2ed84819,Gift From The Sea,0786015276,Anne Morrow Lindbergh,Pantheon Books,15-07-1994,novela
library_book_83370_b29c7532,Gifted Trust,0060913509,John Paul Allen,Biting Dog Publications,13-09-2003,crónica
library_book_83419_60242daa,Gingerbread,0553272837,Rachel Cohn,Simon Pulse,03-01-1996,novela
library_book_82318_4ce86785,Girl with a Pearl Earring,0440225078,Tracy Chevalier,Plume Books,24-03-1995,carta
library_book_83761_fdf908a8,Glad Rags,0312145543,MacDonald Harris,Story Line Press,10-09-1980,carta
library_book_82913_6800762a,Glasgow Zen,0425181111,Alan Spence,Canongate Books Ltd,15-03-1953,crónica
library_book_82763_e4ac8712,Globalhead,0380732688,Bruce Sterling,Spectra Books,10-04-1966,crónica
library_book_83190_29a22914,Glorious Country: Food Crafts Decorating,0140286276,Liz Trigg,Natl Book Network,25-07-1964,cuento
library_book_82639_dbbddf2f,Going down swinging,0373484100,Billie Livingston,Random House Canada,06-09-1997,novela
library_book_82992_7d2cee37,Going for Great (Ag Fiction (American Girl)),0449907481,Carolee Brockmann,Pleasant Company Publications,16-08-1947,crónica
library_book_83058_9c9e7e6c,Golden Cup,0553107305,Belva Plain,Dell,03-05-1970,novela
library_book_83340_b6aff778,Golden Gate,080213825X,Vikram Seth,Faber Faber Inc,03-03-1969,carta
library_book_83439_8709a9b6,Good Omens,0515127833,Neil Gaiman,Ace Books,21-07-2002,cuento
library_book_83583_6daeca4f,Good in Bed,0345441133,Jennifer Weiner,Washington Square Press,06-12-1949,carta
library_book_2020_d67f822a,Goodbye to the Buttermilk Sky,0515134279,Julia Oliver,River City Pub,26-07-1985,cuento
library_book_82212_9813d6f3,"Goodbye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims",0945586051,Charles Hickey,Onyx Books,28-01-1993,carta
library_book_82925_43207122,Gossamer Axe,0385490992,Gael Baudino,New Amer Library,11-10-1959,cuento
library_book_83062_ed98822e,Granny Dan,0385424728,DANIELLE STEEL,"Random House, Inc.",09-06-1998,crónica
library_book_83166_8ee70cb8,Grass,0312980388,Sheri S. Tepper,Spectra Books,11-06-1971,crónica
library_book_83824_ed14bab5,Gravity's Rainbow,0590419625,Thomas Pynchon,Penguin Books,09-02-2000,égloga
library_book_83884_097675db,Great Bike Rides in and Around Winston-Salem,0385472951,Judi Lawson Wallace,John F. Blair Publisher,13-12-1965,crónica
library_book_82373_9cae964b,Great Expectations (Dover Thrift Editions),0451195663,Charles Dickens,Dover Publications,02-03-1948,crónica
library_book_82338_09e9cd46,Great Expectations (Heinemann Guided Readers),0425182878,John Milne,Delta Systems,22-08-1977,crónica
library_book_83108_d491173a,Greygallows,0553564528,Barbara Michaels,Berkley Publishing Group,19-11-1997,crónica
library_book_82524_fca41783,GrÃƒÂ cies per la propina (Columna),055356451X,Ferran Torrent,Columna,03-05-1977,cuento
library_book_83725_caaaa74a,Guerre De Troie N'Aura Pas Lieu,0743412621,Jean Giraudoux,Distribooks Inc,10-04-1949,égloga
library_book_83052_aeb0e903,Guilt,0849943728,John T. Lescroart,Island,22-02-2004,carta
library_book_82682_7e6cca22,Guilty as Sin,0849943450,TAMI HOAG,Bantam,27-09-1965,égloga
library_book_83971_cdc4a70a,"Guinness 2000 Book of Records: Millennium Edition (Guinness Book of Records, 2000)",084994371X,Guinness Media Inc.,Guinness Records,01-01-2000,égloga
library_book_82545_020c4359,"Guinness World Records 2000 (Guinness Book of Records, 2000)",0590406019,Nic Kynaston,Bantam Books,09-10-1949,crónica
library_book_82697_45aabe53,HIS LITTLE WOMEN : HIS LITTLE WOMEN,0020442408,Judith Rossner,Pocket,13-12-1962,crónica
library_book_83404_02f21b51,HISTORY OF THE SOUTHERN CONFEDERACY,0553225987,Clement Eaton,Free Press,09-09-1979,égloga
library_book_83214_5dfec17e,"HOW TO WIN FRIENDS, REVISED",042517736X,Dale Carnegie,Simon &amp,24-10-1957,égloga
library_book_82278_60e557c8,Haifischfrauen.,0671868713,Kiana Davenport,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",21-09-1985,égloga
library_book_83569_b8055ef3,Half Asleep in Frog Pajamas,038549825X,Tom Robbins,Bantam,05-07-1981,ensayo
library_book_83021_5d5db394,Half Moon Street (Charlotte &amp,0553202294,Thomas Pitt Novels (Paperback)),Anne Perry,23-08-1989,novela
library_book_83353_6509ea5b,Ham on Rye,0345313860,Charles Bukowski,Ecco,12-05-1998,novela
library_book_83336_2728cea9,"Hand Of An Angel (Silhouette Desire, No 844)",0345369947,BJ James,Silhouette,20-10-1951,cuento
library_book_82497_9eee5d67,Hannibal,067170124X,Thomas Harris,Dell Publishing Company,05-04-1958,novela
library_book_82964_44e4dbbf,Hannibal,0345353625,Thomas Harris,Del Sol Press,20-06-1950,crónica
library_book_83378_3555ef47,Happy Trails,0308102282,Berke Breathed,Little Brown &amp,03-01-1989,crónica
library_book_83150_193478d1,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),006017143X,Haruki Murakami,Vintage Books USA,13-07-1989,novela
library_book_83650_dc428466,Harem: A Novel,0805056491,Dora Levy Mossanen,Touchstone,07-06-2003,égloga
library_book_82387_2cf9d3a3,Harlequin Valentine,0679401377,Neil Gaiman,Dark Horse Comics,11-05-1974,égloga
library_book_83812_392a3b98,Haroun and the Sea of Stories,1562827049,Salman Rushdie,Penguin Putnam~trade,28-01-2003,novela
library_book_83269_a40b0140,Harp and the Blade,0385306032,John Myers Myers,Ace Books,22-12-1998,novela
library_book_83872_bac6a770,Harvest,0816152446,BELVA PLAIN,Dell,16-11-1946,cuento
library_book_2066_baed1563,Haveli (Laurel Leaf Books),0821772953,SUZANNE FISHER STAPLES,Laurel Leaf,21-02-1986,novela
library_book_83433_bd7c62cf,Having Everything,0345379454,John L'Heureux,Pub Group West,14-02-1945,crónica
library_book_84014_fdbf5fa7,He Sees You When You're Sleeping : A Novel,0553576925,Carol Higgins Clark,Pocket,01-11-1971,carta
library_book_82874_bb3a0917,He Sees You When You're Sleeping : A Novel,0743206053,Mary Higgins Clark,Scribner,13-04-1968,carta
library_book_82533_82f12db3,He Understanding Masculine Psychology,0688169678,Robert A Johnson,Harpercollins Publisher,21-05-1946,novela
library_book_2072_a021212f,Heart of Darkness (Wordsworth Collection),0439319552,Joseph Conrad,NTC/Contemporary Publishing Company,08-10-2004,ensayo
library_book_82455_3183bf66,Heart of the Sea (Irish Trilogy),0590870157,Nora Roberts,Jove Books,25-12-1979,cuento
library_book_83104_4d168d54,Heathcliff Gone Fishing,0307001164,George Gately,Diamond Books (NY),10-09-1994,crónica
library_book_83120_8668f74e,Heavier Than Air (Balona Books),0440441501,Jonathan Pearce,Infinity Publishing.com,21-11-1973,égloga
library_book_82284_2dbd6f8e,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.",0590687301,Jerome D. Salinger,Rowohlt Tb.,28-09-1969,carta
library_book_83253_9c7a670c,Helden wie wir.,0439061644,Thomas Brussig,"Fischer (Tb.), Frankfurt",15-12-1948,novela
library_book_82936_7694e722,Hen's Teeth,0439569842,Manda Scott,Bantam Books,14-08-1967,ensayo
library_book_82698_b7df929a,Her Mother's Daughter,0307118703,Marilyn French,Ballantine Books,18-03-1982,novela
library_book_84032_fddf7356,Here on Earth,0590418858,Alice Hoffman,Berkley Publishing Group,20-11-1989,crónica
library_book_82493_67bc2be5,"Heroes of Their Own Lives: The Politics and History of Family Violence, Boston 1880-1960",030720152X,Linda Gordon,Penguin USA,24-10-1976,égloga
library_book_82438_5188c92c,"Herr Der Fliegen (Fiction, Poetry and Drama)",0816728739,Golding,Fischer Taschenbuch Verlag GmbH,16-01-1995,ensayo
library_book_83532_d0b5df2a,Herr Lehmann. Ein Roman.,0865050880,Sven Regener,Eichborn,02-04-1973,carta
library_book_83662_f2136e83,Herzsprung,0812519655,Ildiko Kurthy,Distribooks Inc,23-12-1970,carta
library_book_83024_9c88fbfa,Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad,0812524853,Jacqueline L. Tobin,Anchor Pub,26-05-1974,égloga
library_book_83489_76b51895,Hiding Place,0449211770,Corrie Ten Boom,Bantam Books,20-12-2001,égloga
library_book_82708_b1c0c07b,Hiding in the Shadows (Shadows Trilogy (Paperback)),193072229X,Kay Hooper,Bantam Books,09-06-1967,carta
library_book_82989_35cba18a,High Wizardry: The Third Book in the Young Wizards Series,0812521129,Diane Duane,Magic Carpet Books,07-09-2000,égloga
library_book_83293_74ed6450,Highland Fling,0345251733,Amanda Scott,Pinnacle Books,14-12-1991,ensayo
library_book_84008_d834534f,Hill Towns,1400077826,Anne Rivers Siddons,Harpercollins,10-11-1969,cuento
library_book_83710_131cf47f,Histoires Extraordinaires,0312995431,Edgar Allan Poe,Gallimard French,09-01-1964,cuento
library_book_83182_532d843e,History of Croatia,0312312628,Stephen Gazi,Barnes Noble Books,02-06-1986,crónica
library_book_83559_3cb49e66,Hitchhikers's Guide to the Galaxy,0446394521,Douglas Adams,Pocket,15-11-1981,cuento
library_book_2014_1a218417,Hitler's Secret Bankers: The Myth of Swiss Neutrality During the Holocaust,0590021117,Adam Lebor,Citadel Press,28-02-1991,carta
library_book_84002_13e37702,Hocus Pocus,068484267X,Kurt Vonnegut,Berkley Publishing Group,17-08-1967,carta
library_book_83875_8db078cc,Holding the Dream (Dream Trilogy),0553578693,Nora Roberts,Jove Books,05-03-1971,crónica
library_book_82656_786af6e3,Home Spun: A Collection,0380709260,Leon Hale,Winedale Publishing,24-05-1949,ensayo
library_book_82604_436c887b,Homeland and Other Stories,0807565288,Barbara Kingsolver,Perennial,11-07-2005,novela
library_book_83821_005391c6,Homo Faber,0312986769,Max Frisch,Distribooks Int'l+inc,18-02-1952,carta
library_book_82929_e91e65c1,Hood,0345413377,Emma Donoghue,Alyson Publications,15-09-1976,carta
library_book_83114_7a44a770,Hoot (Newbery Honor Book),0345413369,CARL HIAASEN,Knopf Books for Young Readers,02-12-1999,carta
library_book_82452_d13de646,Horse Heaven (Ballantine Reader's Circle),0679893105,Jane Smiley,Ballantine Books,14-02-1968,cuento
library_book_82711_92558a47,Horus's Horrible Day (First Graders from Mars),0061096091,Shana Corey,Scholastic,21-09-2006,novela
