id,name
res_partner_677_00b5e14c,Ellen Gilchrist
res_partner_1138_498253bb,Ellen Rimbauer
res_partner_1395_f8eb8304,Ellyn Satter
res_partner_712_9b7baffa,Elmore Leonard
res_partner_61_e76c5d65,Emblem Editions
res_partner_947_ddb7761e,Emile Zola
res_partner_1257_cafebe82,Emily Bronte
res_partner_693_319dae16,Emily Dickinson
res_partner_1995_be95ed4a,Emma Callery
res_partner_1060_edcfa34e,Emma Donoghue
res_partner_792_6685b7ce,Emma Lathen
res_partner_745_9158b57b,Emma McLaughlin
res_partner_563_848c1ab1,Emmaus Road Intl
res_partner_441_cb887f84,Enid Blyton
res_partner_1788_e72a76c3,Enos A. Mills
res_partner_483_f8f6ea01,Eos
res_partner_1263_7279d031,Epicenter Press
res_partner_970_3a309149,Eric Jerome Dickey
res_partner_867_18901293,Eric Schlosser
res_partner_1043_91247677,Eric Thompson
res_partner_1493_4b43d022,Eric Van Lustbader
res_partner_1829_d7abf5e5,Erica Jong
res_partner_938_22740e52,Erich Maria Remarque
res_partner_361_72cab422,Erich Segal
res_partner_1104_c19a347e,Erma Bombeck
res_partner_914_8755ca2d,Ernest Hemingway
res_partner_1542_08d61280,Ernest J. Gaines
res_partner_1530_a5f7b26e,Ernst W. Heine
res_partner_615_cca06467,Eugeni Perea SimÃƒÂ³n
res_partner_1728_e9d9c934,Eva Heller
res_partner_1421_556045cc,Everyman Paperback Classics
res_partner_978_68b53477,Everyman's Library
res_partner_2071_06e3d252, Everything You Need to Know About Retirement Housing
res_partner_1607_e5f48da0,F. David Peat
res_partner_549_b4157f60,F. H. Revell
res_partner_1463_a1261463,F. Paul Wilson
res_partner_561_4005610e,F.J. Moody
res_partner_1672_c1e25916,F.Scott Fitzgerald
res_partner_1284_fad2507c,FERN MICHAELS
res_partner_871_c209dfd1,FRANCES KUFFEL
res_partner_746_f7d141fc,Fabbri - RCS Libri
res_partner_1441_cabd70a0,Faber &amp
res_partner_1012_ae7c0683,Faber Children's Books
res_partner_432_ce48c474,Faber Faber Inc
res_partner_2028_1dbf77c1,Fair Winds Press
res_partner_859_0c564932,Fannie Flagg
res_partner_449_0441ef5d,Farrar Straus &amp
res_partner_47_173c80f2,Farrar Straus Giroux
res_partner_2053_ab9f416a,"Farrar, Straus and Giroux"
res_partner_593_ebd0fe27,Fawcett
res_partner_267_48600c35,Fawcett Books
res_partner_325_9e6f95cb,Fay Weldon
res_partner_793_bfad1881,Faye Kellerman
res_partner_2052_fc0d5fe5,Federico Andahazi
res_partner_910_afe15e8a,Feltrinelli
res_partner_1649_a3acd96c,Feminist Press
res_partner_2019_8bdc06f0,Fergus Kelly
res_partner_1101_bf1bd820,Ferguson Publishing Company
res_partner_879_2b2a26d1,Fern Michaels
res_partner_2034_8337fdc6,Fernando Iwasaki Cauti
res_partner_633_100cc855,Ferran Torrent
res_partner_2011_250abb68,Financial Times/Prentice Hall
res_partner_1046_f129b523,Firebrand Books
res_partner_119_f508b6c6,Fireside
res_partner_344_7b61b0b4,"Fischer (Tb.), Frankfurt"
res_partner_518_12949730,Fischer Taschenbuch Verlag GmbH
res_partner_2021_c65bb7aa,Flamingo
res_partner_1130_a7372f0a,Flammarion
res_partner_1963_39ea0edf,Flannery O'Connor
res_partner_589_9d2d9ece,Florence King
res_partner_1402_7268b568,Fodor's
res_partner_1810_8d5ef2ce,For Dummies
res_partner_1385_9cb200e3,Forge
res_partner_1247_9c9a05b8,Forge Books
res_partner_1522_8616db6e,Forrest Carter
res_partner_1155_e9e54c17,Four Walls Eight Windows
res_partner_1275_53296cb1,Frances Hodgson  Burnett
res_partner_1619_6d38ce7b,Frances Hodgson Burnett
res_partner_2040_e9384d3a,Francesca Lia Block
res_partner_777_6d077bbe,Francesca Marciano
res_partner_374_bc6229f2,Francine Hughes
res_partner_705_724ed396,Francis Wheen
res_partner_2076_c4f9c727,Frank Decaro
res_partner_1216_cc08a262,Frank E. Peretti
res_partner_488_c62dd697,Frank M. Robinson
res_partner_376_2ce232e4,Frank McCourt
res_partner_1451_ffcd821c,Frank Mccourt
res_partner_1111_b10d0ab9,Frank Waters
res_partner_304_6691514c,Franklin W. Dixon
res_partner_1635_b22c88a6,Fred Saberhagen
res_partner_1860_c8ca3842,Frederick Buechner
res_partner_562_e0970ad1,Frederick J. Moody
res_partner_1080_c78bdec7,Frederik Pohl
res_partner_244_c57de745,Free Press
res_partner_1475_ebb79a7a,G. B. Trudeau
res_partner_1166_9c569249,G. P. Putnam's Sons
res_partner_1550_e69e5158,G. P. Taylor
res_partner_253_62106364,Gabriel Garcia Marquez
res_partner_1368_dedd2a60,Gaby Hauptmann
res_partner_1053_191b7449,Gael Baudino
res_partner_869_43ff2734,Gail Carson Levine
res_partner_1938_f6a20214,Galahad
res_partner_152_ce16a883,Gallimard
res_partner_940_2b24e079,Gallimard French
res_partner_1478_56493680,Garrison Keillor
res_partner_1816_d5769ddf,Gary Ezzo
res_partner_1476_c7a27e54,Gary Larson
res_partner_1340_be1f95fe,Gary Paulsen
res_partner_1292_b9efd921,Gary Zukav
res_partner_2024_a5409817,Gaston Leroux
res_partner_1731_7fa510bb,Genell Dellin
res_partner_2022_28e369a1,Geoff Ryman
res_partner_1497_ad363801,Georg Feverstein
res_partner_1237_f82b4c31,George Gately
res_partner_429_3fd63125,George Orwell
res_partner_1483_f58e50a4,George Stephanopoulos
res_partner_411_1cf2c0fb,Georgette Heyer
res_partner_724_9450bcae,Gerald Stern
res_partner_864_91e42399,Gertrude Chandler Warner
res_partner_911_9e855b86,Gianfranco Bettin
res_partner_1319_59e03788,Gill Farrer-Halls
res_partner_1987_55b52b62,Gilles Deleuze
res_partner_48_406e6bb1,Gina Bari Kolata
res_partner_1347_2b0c0344,Girl Press
res_partner_223_7729d495,Glendon Swarthout
res_partner_603_0ed94160,Globe Pequot Pr
res_partner_1750_781eecdc,GlÃƒ?Ã‚Â©nat
res_partner_844_2eb2f30c,Golden Books
res_partner_835_7971619c,Golden Books Publishing Company
res_partner_519_e0aa7468,Golding
res_partner_104_60a01313,Goldmann
res_partner_1562_6096578a,Gollancz
res_partner_1978_f9f85fca,Good News Pub
res_partner_1032_eb5fc44a,Gordon Jarvie
res_partner_1630_8adae7db,Grace Colling
res_partner_1674_6546586c,Grace Slick
res_partner_2023_12a4f887,Graham Greene
res_partner_1951_5becbec4,"Graham, Billy Evangelistic Association"
res_partner_1899_ffa2fbe5,Graywolf Press
res_partner_1524_4263822e,Greg Bear
res_partner_506_fb724b62,Greg Palast
res_partner_385_f68461ec,Gregory Maguire
res_partner_1919_a4184109,Grierson
res_partner_890_d28b18d2,Griffin Trade Paperback
res_partner_2081_5ebc93a0,Grosset &amp
res_partner_797_352949e8,Grove Press
res_partner_2000_6011c733,Guinness Media Inc.
res_partner_1999_c9de4553,Guinness Records
res_partner_1175_d386d76e,Gulf Publishing Company
res_partner_1740_8859437b,Gustav Lubbe Verlag GmbH
res_partner_1983_2f63b002,Guy De Maupassant
res_partner_926_b6b4e98b,Gwyn Hyman Rubio
res_partner_848_11ed21f8,H. G. Wells
res_partner_172_d9353da2,H. Jackson Brown
res_partner_310_48d143e4,H. Norman Wright
res_partner_1376_a3442a39,H. P. Lovecraft
res_partner_1597_c956722d,H.J. Kramer
res_partner_1361_c4d1eb71,Ha Jin
res_partner_464_86f20659,Hackett Pub Co Inc
res_partner_1295_5e46c7f7,Hackett Publishing Company
res_partner_639_6649cf21,Hal Leonard Corp
res_partner_1392_4fbd5707,Hank Whittemore
res_partner_1427_741cfd68,Hans Joachim Alpers
res_partner_141_7e1f2178,Hans Johannes Hoefer
res_partner_1333_2c26166d,Hanser
res_partner_1992_7f9689df,Harald Schmidt
res_partner_386_851b405c,Harcourt
res_partner_1363_6f20efad,Harlan Ellison
res_partner_410_a326b715,Harlequin
res_partner_982_8e4125a6,Harmony
res_partner_1961_0db92fa7,Harper &amp
res_partner_577_945a6512,Harper Collins - UK
res_partner_111_61749b31,Harper Lee
res_partner_924_ca6a79fc,Harper Mass Market Paperbacks
res_partner_237_bdc4bd28,Harper Mass Market Paperbacks (Mm)
res_partner_396_74e9336e,HarperCollins
res_partner_136_508e63f5,HarperCollins Publishers
res_partner_1935_3f3112ed,HarperEntertainment
res_partner_397_68bdea9d,HarperFestival
res_partner_43_ad1f670e,HarperFlamingo Canada
res_partner_45_5bc32e2c,HarperPerennial
res_partner_401_1382872a,HarperPrism
res_partner_521_fd1bf7c5,HarperReference
res_partner_912_d093ba12,HarperSanFrancisco
res_partner_402_70ac06c3,HarperTempest
res_partner_121_9d468f87,HarperTorch
res_partner_673_93c29341,HarperTrophy
res_partner_113_6edb4708,Harpercollins
res_partner_472_414473a5,Harpercollins Juvenile Books
res_partner_1210_fead0510,Harpercollins Library
res_partner_291_e6b755e0,Harpercollins Publisher
res_partner_1450_46a8384b,Harpercollins Uk
res_partner_733_e0e27d3e,Harry Kemelman
res_partner_1264_9c0b1560,Harry M. Walker
res_partner_1312_16139a2a,Harry N Abrams
res_partner_1273_6c190d6f,Haruki Murakami
res_partner_752_1efca209,Harvard University Press
res_partner_138_956d5b42,Harvest Books
res_partner_1790_35a408dd,Harvill Press
res_partner_1815_11dd8bce,Hawks Flight &amp
res_partner_695_3845b383,Hazel Harrison
res_partner_69_b1a13b30,Health Communications
res_partner_1234_0c0d33d2,Helen Brooks
res_partner_302_872db55a,Helen Fielding
res_partner_1208_e8054d94,Helen Myers
res_partner_1038_fc5c6e14,Helene Siegel
res_partner_1921_7e6af576,Helene Wiggin
res_partner_822_d0a8023f,Henry Holt &amp
res_partner_728_1906c7a6,Henry James
res_partner_900_9bd69c23,Henry Miller
res_partner_1393_ba36cfc8, Her Search-And-Rescue Dogs
res_partner_963_c04ab733,Hera Lind
res_partner_1428_e595fdae,Hermann Hesse
res_partner_1693_1d7b4ab9,Hernando De Soto
res_partner_329_20a6cc2e,Heyne
res_partner_1189_28e9b001,Hilary Bailey
res_partner_1146_5eae8112,Hill &amp
res_partner_1840_a4429a0a,Hobblebush Books
res_partner_184_8204fd44,Hodder &amp
res_partner_308_05a8604f,Holly Virden
res_partner_452_7285c244,Homer Hickam
res_partner_645_ca329c01,Horacio Vazquez-Rial
res_partner_759_8fbba2be,Houghton Mifflin
res_partner_1308_16169429,Houghton Mifflin Co
res_partner_713_efd4561b,Houghton Mifflin Company
res_partner_65_f77b8f88,House of Anansi Press
res_partner_1190_6e02c0b9,Howard Fast
res_partner_1516_0ca395fc,Howard Norman
res_partner_1006_cd1e604f,Hubert Selby
res_partner_217_1857c94b,Hyperion
res_partner_825_79fef772,Hyperion Books
res_partner_1112_074461e7,Hyperion Books for Children
res_partner_1137_03e20b23,Hyperion Press
res_partner_658_8c5bb98a,I Books
res_partner_260_d1f1b9f4,IAN MCEWAN
res_partner_1174_5fde726f, III Limbaugh
res_partner_2074_b58d3bae, III Simmons
res_partner_229_2177fd4e,IRIS JOHANSEN
res_partner_1015_f0c030b5,Iain Banks
res_partner_2067_fef79f85,Iain Pears
res_partner_887_33977449,Ian McEwan
res_partner_1850_d5d85a85,Ignatius Press
res_partner_1708_cd13cbfe,Ildiko Kurthy
res_partner_878_cd3bc12a,Ilona Koidahl
res_partner_698_389e61e3,Image
res_partner_1256_58dff737,Infinity Publishing (PA)
res_partner_1253_134f48fa,Infinity Publishing.com
res_partner_853_8b85a68c,Inner Ocean Publishing
res_partner_436_1c8a5d01, Insects : Two Novellas
res_partner_1943_7ea8180a,Intl Specialized Book Service Inc
res_partner_1922_8127ada8,Ira Levin
res_partner_220_f280a089,Irene Gonzalez Frei
res_partner_1283_ac76d685,Iris Johansen
res_partner_1211_6a18a27f,Irving. Adler
res_partner_1587_6e7f164d,Isaac Asimov
res_partner_1291_85c4ac82,Isaac Bashevis Singer
res_partner_431_e6fc03a6,Isabel Allende
res_partner_425_47a56fc3,Isabel Wolff
res_partner_493_83d273e3,Isabel-Clara SimÃƒÂ³
res_partner_471_b7d33a82,Isabelle Holland
res_partner_362_f64a9177,Island
res_partner_1079_059e0d43,Isobel Bird
res_partner_1359_aa7f6898,Ivan Doig
res_partner_381_745c4555,Ivy Books
res_partner_2006_d77b1df3,J Smith
res_partner_950_b3626dd4,J'ai lu
res_partner_399_fd5db141,J. M. Barrie
res_partner_1382_a214ee0f,J. Michael Straczynski
res_partner_86_c524ddd9,J. R. Parrish
res_partner_199_5d30e1ab,J. R. R. Tolkien
res_partner_129_244462fd,J.D. Robb
res_partner_197_64aab942,J.D. Salinger
res_partner_988_51e017d1,J.R.R. TOLKIEN
res_partner_1831_cd797bee,J.R.R. Tolkien
res_partner_1089_01ab33b0,JACQUELINE WOODSON
res_partner_1814_d5f0367b,JANE GREEN
res_partner_1567_1a1fe6f1,JANE KIRKPATRICK
res_partner_795_b1738dd8,JANE SMILEY
res_partner_2069_0c8a4e8d,JEAN M. AUEL
res_partner_711_3035e71a,JODI COMPTON
res_partner_1789_e234659d,JOHN FITZGERALD
res_partner_135_de8f40b1,JOHN GRISHAM
res_partner_678_dcfcb61b,JOHN IRVING
res_partner_691_7eb8ffdb,JOHN LE CARRE
res_partner_366_339b6b36,JOHN SAUL
res_partner_1612_85f966a9,JOHN WHITMAN
res_partner_1913_dca8b907,JON KRAKAUER
res_partner_1652_0ae7cdea,JONATHAN HARR
res_partner_699_829a288e,JOSEPH GIRZONE
res_partner_1299_d2cb6bea,JUDY BLUNT
res_partner_778_85ba07d5,JULIA GLASS
res_partner_826_8b187755,Jack
res_partner_70_d883657e,Jack Canfield
res_partner_1161_1103cb43,Jack Chapman
res_partner_966_6e182a07,Jack Higgins
res_partner_907_7c7a1fb7,Jack Kerouac
res_partner_1278_5576413d,Jack London
res_partner_1386_8fb80694,Jack Whyte
res_partner_1681_fe611b05,Jackie Collins
res_partner_1125_71dde687,Jackie Eileen Behrend
res_partner_1007_fd29836c,Jacob Weisberg
res_partner_1851_57647288,Jacqueline Kasun
res_partner_1153_cec39a72,Jacqueline L. Tobin
res_partner_1702_f42e340f,Jacqueline Susann
res_partner_1091_3cb387a5,Jacqueline Woodson
res_partner_794_3a894f71,Jacquelyn Mitchard
res_partner_1563_ad4f5c40,James Barclay
res_partner_892_972066b8,James Burke
res_partner_1230_4377fff1,James C. Robertson
res_partner_1535_6b30b855,James Gould Cozzens
res_partner_1455_9815b749,James Herbert
res_partner_340_07ca55f6,James Joyce
res_partner_1489_a7ae7719,James Kahn
res_partner_1238_b45e1142,James Lee Burke
res_partner_1491_c0ad61da,James McBride
res_partner_606_5bc12e74,James McCourt
res_partner_227_787e9904,James Patterson
res_partner_1891_a42c6994,James Reese
res_partner_2096_e3b2a597,James Rollins
res_partner_991_7e6247b4,Jan Karon
res_partner_1730_287e4126,Jan McDaniel
res_partner_118_65c16990,Jane Austen
res_partner_1431_d7aad853,Jane Feather
res_partner_965_d7426304,Jane Hamilton
res_partner_203_81fe0f55,Jane Heller
res_partner_290_96b686bb,Jane Lindskold
res_partner_986_806e1f4d,Jane McCafferty
res_partner_1704_816a8a7d,Jane Mendelsohn
res_partner_1676_0aad2ead,Jane Sigaloff
res_partner_533_c62231b5,Jane Smiley
res_partner_843_4ba2c2f4,Jane Yolen
res_partner_998_a3751433,Janet Dailey
res_partner_875_8a1545e4,Janet Evanovich
res_partner_2086_8f8c31ba,Janet Fitch
res_partner_1458_82302d32,Janosch
res_partner_1696_3a81adac,Jasper Fforde
res_partner_631_6a912ac7,Jaume CapÃƒÂ³
res_partner_1379_81202272,Jay Bennett
res_partner_1510_6baa6e26,Jayne Ann Krentz
res_partner_1752_d37180d0,Jean Bonnefoy
res_partner_936_66dd272b,Jean Giono
res_partner_1764_2d57ed46,Jean Giraudoux
res_partner_1419_f32a753f,Jean Lorrah
res_partner_536_e4de8fb0,Jean Marzollo
res_partner_1058_c516bc29,Jean Stewart
res_partner_1023_f4ab737f,Jean Van Hamme
res_partner_1460_5407074b,Jean de Brunhoff
res_partner_1410_8af0284c,Jeanne Duprau
res_partner_1532_0599fef1,Jeanne Larsen
res_partner_983_a6539bb1,Jeanne Ray
res_partner_1068_102f6b7a,Jeff Foxworthy
res_partner_1526_5c42d395,Jeffery Deaver
res_partner_1982_d8af102a,Jeffrey Archer
res_partner_1225_3c4c9518,Jeffrey Eugenides
res_partner_769_32b30f01,Jen Banbury
res_partner_202_75c087ec,Jennifer Crusie
res_partner_1808_decadef8,Jennifer Egan
res_partner_980_bdcc1b1e,Jennifer Lauck
res_partner_781_d8c26d4b,Jennifer Weiner
res_partner_338_27f2b055,Jerome D. Salinger
res_partner_1675_4c5dd502,Jerry Bledsoe
res_partner_834_1f0938dd,Jesse S. Ostrow
res_partner_1191_5ee85eb2,Jessica Fletcher
res_partner_1309_ca5a5d45,Jhumpa Lahiri
res_partner_1338_8934567d, Jill (Alex Cross Novels)
res_partner_1064_b3f7d8ec,Jill Thompson
res_partner_1718_f976849d,Jillian Lund
res_partner_1958_7c11797d,Jimmy Stewart
res_partner_116_708f2f2c,Jo Dereske
res_partner_634_0e7c05af,Joan Agut
res_partner_548_d16fd754,Joan Anderson
res_partner_2070_ac2ee27a,Joan Cleveland
res_partner_1820_1df3c6cb,Joan D. Vinge
res_partner_1511_1b247f47,Joan Smith
res_partner_342_9120dda0,Joanna Trollope
res_partner_530_982786f2,Joanne Harris
res_partner_1065_1f1cc5c9,Jody Seay
res_partner_1879_a4987b5f,Joe Haldeman
res_partner_233_d6ad3400,Joe Hutsko
res_partner_981_64dbabc8,Joe Keenan
res_partner_1970_436d9703,Joe Marcus
res_partner_1591_9c21100b,Joe R. Lansdale
res_partner_1903_873d7933,Joe Weber
res_partner_1444_134dc81e,Johann Wolfgang Von Goethe
res_partner_1217_4d6d466c,John A. Keel
res_partner_1380_c748265a,John Applegate
res_partner_2068_d181abda,John Barnes
res_partner_1422_74ca6a1c,John Beer
res_partner_1245_0ce9d00a,John Bellairs
res_partner_201_7795f069,John Berendt
res_partner_1141_71d233d7,John Borneman
res_partner_1911_2bfdd91b,John Case
res_partner_1707_950c0448,John Colapinto
res_partner_478_04688a7e,John Darnton
res_partner_1124_89a776a1,John F. Blair Publisher
res_partner_212_59a1dafe,John F. Love
res_partner_1401_b7830a89,John Fowles
res_partner_600_540c2399,John G. Neihardt
res_partner_439_75e8fcbc,John Galsworthy
res_partner_1517_eae0f5e1,John Griesemer
res_partner_78_ab70bba7,John Grisham
res_partner_265_b3a77462,"John Hunt Publishing, Ltd."
res_partner_517_f49d3ddc,John Irving
res_partner_1187_17c6a526,John Jakes
res_partner_1519_8e59c9a5,John L'Heureux
res_partner_715_b9d1137b,John Lawton
res_partner_994_dc8f71e5,John McEnroe
res_partner_1710_878d53e6,John McPhee
res_partner_394_531c0db1,John Milne
res_partner_1321_feda16e1,John Mordock
res_partner_1107_778392cb,John Mortimer
res_partner_1383_1917ced4,John Myers Myers
res_partner_774_1a6ac782,John Pascal
res_partner_1471_9bf46712,John Paul Allen
res_partner_486_bef17a6c,John R. Holt
res_partner_806_7191b391,John Sandford
res_partner_1018_3f128ec7,John Steinbeck
res_partner_1186_6967720d,John T. Lescroart
res_partner_1082_bcb2f2c3,John Varley
res_partner_522_8c2cbffb,John Wiley &amp
res_partner_958_db2377c3,John. Blofeld
res_partner_604_b49f1f91,Johnny Molloy
res_partner_1914_fabe5b1f,Jon Krakauer
res_partner_336_f05b1795,Jonathan Franzen
res_partner_1984_da82b5ed,Jonathan Kellerman
res_partner_1254_e33c9bdd,Jonathan Pearce
res_partner_1632_dc91fae4,Jonathan Rabb
res_partner_776_ecc4e295,Jonathan Safran Foer
res_partner_274_323b8b99,Jose Ortega Y Gaset
res_partner_1583_56d9464d,Joseph Campbell
res_partner_159_bfada6f1,Joseph Conrad
res_partner_697_fe82805f,Joseph Girzone
res_partner_437_a6abe2d0,Joseph Heller
res_partner_703_0f12342d,Josephine Carlton
res_partner_902_f2a0ce59,Jossey-Bass
res_partner_682_17d5b1f7,Jostein Gaarder
res_partner_371_79a33311,Jove Books
res_partner_706_22a02307,Joyce Reardon
res_partner_754_adcf6b80, Jr. Neely
res_partner_1406_41a45849,Jude Deveraux
res_partner_1547_c164026f,Jude Fisher
res_partner_1892_4f2fb48a,Judge Judy Sheindlin
res_partner_1918_c410d7f4,Judi Lawson Wallace
res_partner_1232_ba58af5b,Judith Guest
res_partner_372_060e2a2f,Judith Kelman
res_partner_874_fae5dd56,Judith McNaught
res_partner_818_589ec980,Judith Rossner
res_partner_1557_efaf5b72,Judy Astley
res_partner_1631_9f9e788d,Judy Blume
res_partner_1503_817500e8,Judy Collins
res_partner_1011_68b534d1,Judy Hamilton
res_partner_1737_b6a52027,Judy Jackson
res_partner_1876_3fa070ba,Jules Verne
res_partner_76_b35b878d,Julia Oliver
res_partner_857_9147a551,Julia Spencer-Fleming
res_partner_1087_6a2adceb,Julie Campbell
res_partner_1727_3479e151,Julie E. Czerneda
res_partner_1695_9fce91ce,Julie Miller
res_partner_823_2fab90ce,Julie Morgenstern
res_partner_656_067e1623,Jump at the Sun
res_partner_1537_85d8f364,June Vendall Clark
res_partner_2083_e37e9b48,Junko Wada
res_partner_1939_600790c1,Justine Ettler
res_partner_836_b5269bfa,Justine Korman
res_partner_841_126cb6de,K. A. Applegate
res_partner_1959_7f172efc,KEN WILBER
res_partner_351_17be52ce,KENT HARUF
res_partner_799_c228b558,KRISTIN HANNAH
res_partner_1564_376edb98,Kahlil Gibran
res_partner_1606_a568a3fa,Kamapua'a Press
res_partner_457_3aabbe81,Karen Armstrong
res_partner_1113_46129633,Karen Hesse
res_partner_790_ca2a808e,Karen Robards
res_partner_1352_19d7c459,Karen Stolz
res_partner_1063_2da25f58,Karen X. Tulchinsky
res_partner_2026_19abacd0,Karlfried Durckheim
res_partner_1621_bc0367b8,Kate Atkinson
res_partner_1177_df1bb18f,Kate Chopin
res_partner_1775_f472101b,Katherine Applegate
res_partner_92_78aaae68,Kathleen Duey
res_partner_354_44d4bbe4,Kathleen E. Woodiwiss
res_partner_1525_ed198575,Kathy Reichs
res_partner_891_a57be7cb,Katie Fforde
res_partner_270_34df3ee2,Kay Hooper
res_partner_1512_bd760cf2,Kaye Gibbons
res_partner_1539_d5192bd1,Kem Nunn
res_partner_211_7fd50912,Ken Follett
res_partner_404_ab2093d5,Kenneth Grahame
res_partner_1114_0cc894d3,Kenneth Oppel
res_partner_73_da2d1418,Kensington Publishing Corp.
res_partner_1853_e0aeb080,Kensington Publishing Corporation
res_partner_569_3e6eb02d,Kevin Sullivan
res_partner_328_ce80247f,Kiana Davenport
res_partner_671_1c8d1751,Kidsbooks.Com
res_partner_331_9d662150,Kiepenheuer &amp
res_partner_1667_4ac478cd,Kim Stanley Robinson
res_partner_1343_76c3d77e,Kimberly Kirberger
res_partner_1897_2e40a3c2,Kingsley Amis
res_partner_1178_7be887ca,Kirk Kazanjian
res_partner_2038_1bef644d,Klett
res_partner_1464_72e7c77f,Klett-Cotta
res_partner_178_f6d2d033,Knopf
res_partner_414_a0d69757,Knopf Books for Young Readers
res_partner_906_3036bbf4,Kris Shepard
res_partner_1653_44e2bf46,Kristin Hannah
res_partner_1496_26f8250b,Kriya Yoga Publications
res_partner_1711_1820e8c0,Kurt Vonnegut
res_partner_1609_7192f77c,L. Ron Hubbard
res_partner_1267_f19ba6cc,L.M. MONTGOMERY
res_partner_112_7dc6eea0,LAURA HILLENBRAND
res_partner_1408_9ca0b591,LAURIE R. KING
res_partner_1088_ac27f165,LEE SMITH
res_partner_2009_6c52cc3b,LENNART NILSSON
res_partner_236_076a5e28,LEWIS GRIZZARD
res_partner_935_0dbf2ae5,LGF
res_partner_862_cdfee7ba,LISA GARDNER
res_partner_282_03633e25,LOIS DUNCAN
res_partner_1127_c6789b7e,LOIS LOWRY
res_partner_367_9db6da92,LORNA LANDVIK
res_partner_215_382b98cf,LOUIS DE BERNIERES
res_partner_1432_91d04efe,LOUIS L'AMOUR
res_partner_523_6e982f5b,LTD
res_partner_623_6815f1c2,Laia
res_partner_955_5a7c096a,Lamuv
res_partner_1639_b7b7f844,LanctÃƒÂ´t ÃƒÂ©diteur
res_partner_176_0d721007,Landoll
res_partner_977_4849b4f0,Laney Katz Becker
res_partner_1147_f33e3138,Langston Hughes
res_partner_757_42ba00a2,Larry Katzenstein
res_partner_1541_0835043e,Larry King
res_partner_149_65c26c49,Larry McMurtry
res_partner_476_d473d21e,Last Knight Pub Co
res_partner_987_37e6d74a,Laura Esquivel
res_partner_861_c0ba525b,Laura Ingall Wilder
res_partner_132_bb838b2f,Laura J. Mixon
res_partner_280_d072af12,Laura Wolf
res_partner_652_092bffdc,Laura Zigman
res_partner_281_dc51a101,Laure Leaf
res_partner_2029_1df65d89,Laure Redmond
res_partner_150_57f98f40,Laurel Leaf
res_partner_1090_dbf6ef3d,Laurel-Leaf Books
res_partner_1890_eda19c69,Laurell K. Hamilton
res_partner_723_0d694510,Lauren Haney
res_partner_1055_b7e9a964,Lauren Maddison
res_partner_1051_3586258c,Lauren Sanders
res_partner_2039_66e310dc,Laurent Jouvet
res_partner_1751_7256913c,Laurent Vicomte
res_partner_1601_6d55ec90,Laurie Halse Anderson
res_partner_1877_3351cc7f,Laurie Lee
res_partner_1803_8ce8f04c,Lawrence Goldstone
res_partner_556_b8a9ef85,Lawrence J Crabb
res_partner_616_f3dd9af8,Lectorum Pubns (J)
res_partner_1948_571cf741,Lee Strobel
res_partner_1622_f1f56ff8,Leisure Arts
res_partner_1997_0ea17d81,Leisure Books
res_partner_1000_48d3d873,Lemony Snicket
res_partner_1884_b64e1d36,Len Deighton
res_partner_1123_a75596da,Lensey Namioka
res_partner_641_7bd6c12f,Leo Tolstoy
res_partner_784_3513835f,Leon Hale
res_partner_1880_2dcdc1cd,Leon Uris
res_partner_1047_2e874f16,Leslie Feinberg
res_partner_1670_d424b4a0,Leslie Glass
res_partner_1804_f7145205,Leslie Land
res_partner_1967_42bad2c3,Leslie Marmon Silko
res_partner_1854_d80bef89,Leslie Meier
res_partner_939_bdb3bdb9,Lewis
res_partner_584_dcc96c34,Lewis Carroll
res_partner_240_4865768c,Lewis Grizzard
res_partner_1738_d83b2a99,Lewis Orde
res_partner_1565_2e135b95,Libby Purves
res_partner_306_6ad3e63d,Lilian Jackson Braun
res_partner_815_b5075836,Linda Goodman
res_partner_588_4ca93266,Linda Gordon
res_partner_1285_12c92ef7,Linda Howard
res_partner_1430_179e7a41,Linda Lael Miller
res_partner_996_bdda2872,Linda Lay Shuler
res_partner_1437_cd91b87f,Lionel Fenn
res_partner_830_1e0102e1,Lisa Jackson
res_partner_884_a7e725f7,Lisa Scottoline
res_partner_1826_b307fbc1,Listen &amp
res_partner_110_1078120f,Little Brown &amp
res_partner_1873_91f0bb95,Little Brown UK Ltd
res_partner_990_7d53d816,Little Brown and Company
res_partner_196_fdb169a4,"Little, Brown"
res_partner_943_994b6b41,Livre De Poche French
res_partner_948_4e4237ad,Livre de Poche
res_partner_1311_8a029b4a,Liz Trigg
res_partner_572_0f2f08cd,Llewellyn Publications
res_partner_1833_06a2cf21,Lois Battle
res_partner_1200_8d3e9dc8,Lois Faye Dyer
res_partner_2066_10262264,Lois McMaster Bujold
res_partner_1010_977ec848,Lomond Books
res_partner_72_a9b21c3e,Loren D. Estleman
res_partner_268_c1dd9766,Lorenzo Carcaterra
res_partner_1684_f72c8047,Lori Handeland
res_partner_349_db957ccf,Lorna Landvik
res_partner_700_59e2ee06,Lorraine Anderson
res_partner_1159_eb09a117,Louis L'Amour
res_partner_195_9e5e989a,Louis Lamour
res_partner_1492_0a37fb00,Louis Sachar
res_partner_427_2c9a69e5,Louisa May Alcott
res_partner_1412_a89c15c6,Louise Erdrich
res_partner_1722_4baace5c,Louise Plummer
res_partner_403_74445eb7,Louise Rennison
